0,524288,524288
1,1048576,1048576
2,1048576,1048576
3,1048576,1048576
4,1048576,1048576
5,1048576,1048576
6,1048576,1048576
7,1048576,1048576
8,1048576,1048576
9,1048576,1048576
10,1048576,1048576
11,1048576,1048576
12,1048576,1048576
13,1048576,1048576
14,1048576,1048576
15,1048576,1048576
16,1048576,1048576
17,1048576,1048576
18,1048576,1048576
19,1048576,1048576
20,1048576,1048576
21,1048576,1048576
22,1048576,1048576
23,1048576,1048576
24,1048576,1048576
25,1048576,1048576
26,1048576,1048576
27,1048576,1048576
28,1048576,1048576
29,1048576,1048576
30,1048576,1048576
31,1048576,1048576
32,1048576,1048576
33,1048576,1048576
34,1048576,1048576
35,1048576,1048576
36,1048576,1048576
37,1048576,1048576
38,1048576,1048576
39,1048576,1048576
40,1048576,1048576
41,1048576,1048576
42,1048576,1048576
43,1048576,1048576
44,1048576,1048576
45,1048576,1048576
46,1048576,1048576
47,1048576,1048576
48,1048576,1048576
49,1048576,1048576
50,1048576,1048576
51,1048576,1048576
52,1048576,1048576
53,1048576,1048576
54,1048576,1048576
55,1048576,1048576
56,1048576,1048576
57,1048576,1048576
58,1048576,1048576
59,1048576,1048576
60,1048576,1048576
61,1048576,1048576
62,1048576,1048576
63,1048576,1048576
64,1048576,1048576
65,1048576,1048576
66,1048576,1048576
67,1048576,1048576
68,1048576,1048576
69,1048576,1048576
70,1048576,1048576
71,1048576,1048576
72,1048576,1048576
73,1048576,1048576
74,1048576,1048576
75,1048576,1048576
76,1048576,1048576
77,1048576,1048576
78,1048576,1048576
79,1048576,1048576
80,1048576,1048576
81,1048576,1048576
82,1048576,1048576
83,1048576,1048576
84,1048576,1048576
85,1048576,1048576
86,1048576,1048576
87,1048576,1048576
88,1048576,1048576
89,1048576,1048576
90,1048576,1048576
91,1048576,1048576
92,1048576,1048576
93,1048576,1048576
94,1048576,1048576
95,1048576,1048576
96,1048576,1048576
97,1048576,1048576
98,1048576,1048576
99,1048576,1048576
100,1048576,1048576
101,1048576,1048576
102,1048576,1048576
103,1048576,1048576
104,1048576,1048576
105,1048576,1048576
106,1048576,1048576
107,1048576,1048576
108,1048576,1048576
109,1048576,1048576
110,1048576,1048576
111,1048576,1048576
112,1048576,1048576
113,1048576,1048576
114,1048576,1048576
115,1048576,1048576
116,1048576,1048576
117,1048576,1048576
118,1048576,1048576
119,1048576,1048576
120,1048576,1048576
121,1048576,1048576
122,1048576,1048576
123,1048576,1048576
124,1048576,1048576
125,1048576,1048576
126,1048576,1048576
127,1048576,1048576
